"ID","Locale","Title","Abstract","Text","Topic type","Categories","Author","Date added","Version date","Note"
"foodkeeper-209-2","de","Lagerdauer","","For __Pekannusstorten__, the typical storage life is _3–4 Tage_ im Kühlschrank, wenn dort nach dem Öffnen der Verpackung aufbewahrt.","refrigerator_storage","Pecan pies","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-209-3","de","Lagerdauer","","For __Pekannusstorten__, the typical storage life is _1–2 Monate_ in der Gefriertruhe, ob versiegelt oder nicht.","freezer_storage","Pecan pies","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-210-1","de","Lagerdauer","","For __Kürbiskuchen__, the typical storage life is _2 Stunden_ in der Speisekammer, ob versiegelt oder nicht.","pantry_storage","Pumpkin pies","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-210-2","de","Lagerdauer","","For __Kürbiskuchen__, the typical storage life is _3–4 Tage_ im Kühlschrank, wenn dort nach dem Öffnen der Verpackung aufbewahrt.","refrigerator_storage","Pumpkin pies","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-210-3","de","Lagerdauer","","For __Kürbiskuchen__, the typical storage life is _1–2 Monate_ in der Gefriertruhe, ob versiegelt oder nicht.","freezer_storage","Pumpkin pies","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-211-1","de","Lagerdauer","","For __Quiches__, the typical storage life is _2 Stunden_ in der Speisekammer, ob versiegelt oder nicht.","pantry_storage","Quiches","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-211-2","de","Lagerdauer","","For __Quiches__, the typical storage life is _3–5 Tage_ im Kühlschrank, wenn dort nach dem Öffnen der Verpackung aufbewahrt.","refrigerator_storage","Quiches","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-211-3","de","Lagerdauer","","For __Quiches__, the typical storage life is _2–3 Monate_ in der Gefriertruhe, ob versiegelt oder nicht.","freezer_storage","Quiches","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-212-1","de","Lagerdauer","","For __Backpulver__, the typical storage life is _6–18 Monate_ in der Speisekammer, falls noch versiegelt, und _3–6 Monate_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-212-2","de","Lagerdauer","","For __Backpulver__, the typical storage life is _6–18 Monate_ in der Speisekammer, falls noch versiegelt, und _3–6 Monate_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-213-1","de","Lagerdauer","","For __Backpulver__, the typical storage life is _2–3 Jahre_ in der Speisekammer, falls noch versiegelt, und _6 Monate_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","Bicarbonates of soda","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-213-2","de","Lagerdauer","","For __Backpulver__, the typical storage life is _2–3 Jahre_ in der Speisekammer, falls noch versiegelt, und _6 Monate_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","Bicarbonates of soda","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-214-1","de","Lagerdauer","","For __Keks- und Pfannkuchenmischungen__, the typical storage life is _12 Monate_ in der Speisekammer, falls noch versiegelt.","pantry_storage","Pancake mixes","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-215-1","de","Lagerdauer","","For __Kuchen__, the typical storage life is _12–18 Monate_ in der Speisekammer, falls noch versiegelt.","pantry_storage","Surprise breads","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-216-1","de","Lagerdauer","","For __ungesüßte und halbgesüßte Backschokolade in Blockform__, the typical storage life is _1–2 Jahre_ in der Speisekammer, falls noch versiegelt, und _1 Jahre_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","Dark chocolates","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-216-2","de","Lagerdauer","","For __ungesüßte und halbgesüßte Backschokolade in Blockform__, the typical storage life is _1–2 Jahre_ in der Speisekammer, falls noch versiegelt, und _1 Jahre_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","Dark chocolates","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-217-1","de","Lagerdauer","","For __Kakaopulver und Kakaopulvermischungen__, the typical storage life is _1 Jahre_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","Cocoa powders","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-218-1","de","Lagerdauer","","For __entkeimtes reguläres Maismehl__, the typical storage life is _6–12 Monate_ in der Speisekammer, falls noch versiegelt, und _2 Jahre_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","Cornmeal","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-218-2","de","Lagerdauer","","For __entkeimtes reguläres Maismehl__, the typical storage life is _6–12 Monate_ in der Speisekammer, falls noch versiegelt, und _2 Jahre_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","Cornmeal","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-218-3","de","Lagerdauer","","For __entkeimtes reguläres Maismehl__, the typical storage life is _1 Jahr_ im Kühlschrank, wenn dort nach dem Öffnen der Verpackung aufbewahrt.","refrigerator_storage","Cornmeal","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-219-1","de","Lagerdauer","","For __steingemahlenes oder blaues Maismehl__, the typical storage life is _1 Monate_ in der Speisekammer, falls noch versiegelt.","pantry_storage","Cornmeal","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-219-2","de","Lagerdauer","","For __steingemahlenes oder blaues Maismehl__, the typical storage life is _2–4 Monate_ im Kühlschrank, wenn dort nach dem Öffnen der Verpackung aufbewahrt.","refrigerator_storage","Cornmeal","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-220-1","de","Lagerdauer","","For __Maisstärke__, the typical storage life is _18–24 Monate_ in der Speisekammer, falls noch versiegelt, und _18 Monate_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","Corn starch","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-220-2","de","Lagerdauer","","For __Maisstärke__, the typical storage life is _18–24 Monate_ in der Speisekammer, falls noch versiegelt, und _18 Monate_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","Corn starch","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-222-1","de","Lagerdauer","","For __Weißmehl__, the typical storage life is _6–12 Monate_ in der Speisekammer, falls noch versiegelt, und _6–8 Monate_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","White wheat flours","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-222-2","de","Lagerdauer","","For __Weißmehl__, the typical storage life is _6–12 Monate_ in der Speisekammer, falls noch versiegelt, und _6–8 Monate_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","White wheat flours","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-222-3","de","Lagerdauer","","For __Weißmehl__, the typical storage life is _1 Jahr_ im Kühlschrank, wenn dort nach dem Öffnen der Verpackung aufbewahrt.","refrigerator_storage","White wheat flours","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-223-1","de","Lagerdauer","","For __Weizenvollkornmehl__, the typical storage life is _3–6 Monate_ in der Speisekammer, falls noch versiegelt.","pantry_storage","","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-223-2","de","Lagerdauer","","For __Weizenvollkornmehl__, the typical storage life is _6–8 Monate_ im Kühlschrank, wenn dort nach dem Öffnen der Verpackung aufbewahrt.","refrigerator_storage","","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-224-1","de","Lagerdauer","","For __Kuchenglasur oder Zuckerguss__, the typical storage life is _10–12 Monate_ in der Speisekammer, falls noch versiegelt.","pantry_storage","","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-224-2","de","Lagerdauer","","For __Kuchenglasur oder Zuckerguss__, the typical storage life is _2–3 Wochen_ im Kühlschrank, wenn dort nach dem Öffnen der Verpackung aufbewahrt.","refrigerator_storage","","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-225-1","de","Lagerdauer","","For __aromatisierte Gelatine__, the typical storage life is _10–12 Monate_ in der Speisekammer, falls noch versiegelt, und _3–4 Monate_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","Gelatin","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-225-2","de","Lagerdauer","","For __aromatisierte Gelatine__, the typical storage life is _10–12 Monate_ in der Speisekammer, falls noch versiegelt, und _3–4 Monate_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","Gelatin","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-226-1","de","Lagerdauer","","For __Gelatine ohne Geschmack__, the typical storage life is _3 Jahre_ in der Speisekammer, falls noch versiegelt.","pantry_storage","Gelatin","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-227-1","de","Lagerdauer","","For __Oliven- und Pflanzenöle__, the typical storage life is _6–12 Monate_ in der Speisekammer, falls noch versiegelt, und _3–5 Monate_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","Vegetable oils","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-227-2","de","Lagerdauer","","For __Oliven- und Pflanzenöle__, the typical storage life is _6–12 Monate_ in der Speisekammer, falls noch versiegelt, und _3–5 Monate_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","Vegetable oils","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-227-3","de","Lagerdauer","","For __Oliven- und Pflanzenöle__, the typical storage life is _4 Monate_ im Kühlschrank, wenn dort nach dem Öffnen der Verpackung aufbewahrt.","refrigerator_storage","Vegetable oils","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-228-1","de","Lagerdauer","","For __Nussöle__, the typical storage life is _6 Monate_ in der Speisekammer, falls noch versiegelt.","pantry_storage","Nut oils","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-229-1","de","Lagerdauer","","For __Pflanzenöl-Sprays__, the typical storage life is _2 Jahre_ in der Speisekammer, falls noch versiegelt, und _1 Jahre_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-229-2","de","Lagerdauer","","For __Pflanzenöl-Sprays__, the typical storage life is _2 Jahre_ in der Speisekammer, falls noch versiegelt, und _1 Jahre_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-230-1","de","Lagerdauer","","For __festes Backfett zum Kochen und Backen__, the typical storage life is _1–2 Jahre_ in der Speisekammer, falls noch versiegelt, und _6–12 Monate_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-230-2","de","Lagerdauer","","For __festes Backfett zum Kochen und Backen__, the typical storage life is _1–2 Jahre_ in der Speisekammer, falls noch versiegelt, und _6–12 Monate_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-231-1","de","Lagerdauer","","For __Tamarindenpasten__, the typical storage life is _6–12 Monate_ in der Speisekammer, falls noch versiegelt, und _6 Monate_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-231-2","de","Lagerdauer","","For __Tamarindenpasten__, the typical storage life is _6–12 Monate_ in der Speisekammer, falls noch versiegelt, und _6 Monate_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-231-3","de","Lagerdauer","","For __Tamarindenpasten__, the typical storage life is _2–3 Monate_ im Kühlschrank, wenn dort nach dem Öffnen der Verpackung aufbewahrt.","refrigerator_storage","","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-232-1","de","Lagerdauer","","For __Chili-Pulver__, the typical storage life is _2 Jahre_ in der Speisekammer, falls noch versiegelt, und _2 Jahre_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","Cayenne powder","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-232-2","de","Lagerdauer","","For __Chili-Pulver__, the typical storage life is _2 Jahre_ in der Speisekammer, falls noch versiegelt, und _2 Jahre_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","Cayenne powder","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-233-1","de","Lagerdauer","","For __Gewürzmischungen zum Kochen und Backen__, the typical storage life is _1–2 Jahre_ in der Speisekammer, falls noch versiegelt, und _1–2 Jahre_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","Seasonings","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-233-2","de","Lagerdauer","","For __Gewürzmischungen zum Kochen und Backen__, the typical storage life is _1–2 Jahre_ in der Speisekammer, falls noch versiegelt, und _1–2 Jahre_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","Seasonings","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-234-1","de","Lagerdauer","","For __Aromamischungen und Kräutermischungen zum Backen und Kochen__, the typical storage life is _6 Monate_ in der Speisekammer, falls noch versiegelt.","pantry_storage","Mixtures of herbs and spices","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-235-1","de","Lagerdauer","","For __gehackter Knoblauch (kommerziell in Gläsern verpackt)__, the typical storage life is _8–12 Monate_ in der Speisekammer, falls noch versiegelt.","pantry_storage","Garlic","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-236-1","de","Lagerdauer","","For __getrocknete Kräuter__, the typical storage life is _1–2 Jahre_ in der Speisekammer, falls noch versiegelt, und _1–2 Jahre_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","Aromatic herbs","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-236-2","de","Lagerdauer","","For __getrocknete Kräuter__, the typical storage life is _1–2 Jahre_ in der Speisekammer, falls noch versiegelt, und _1–2 Jahre_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","Aromatic herbs","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-237-1","de","Lagerdauer","","For __Gewürze in ganzen Stücken__, the typical storage life is _3–4 Jahre_ in der Speisekammer, falls noch versiegelt, und _3–4 Jahre_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","Spices","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-237-2","de","Lagerdauer","","For __Gewürze in ganzen Stücken__, the typical storage life is _3–4 Jahre_ in der Speisekammer, falls noch versiegelt, und _3–4 Jahre_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","Spices","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-238-1","de","Lagerdauer","","For __gemahlene Gewürze__, the typical storage life is _2–3 Jahre_ in der Speisekammer, falls noch versiegelt, und _2–3 Jahre_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","Spices","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-238-2","de","Lagerdauer","","For __gemahlene Gewürze__, the typical storage life is _2–3 Jahre_ in der Speisekammer, falls noch versiegelt, und _2–3 Jahre_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","Spices","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-239-1","de","Lagerdauer","","For __brauner Zucker__, the typical storage life is _18–24 Monate_ in der Speisekammer nach dem Öffnen der Packung.

(Hinweise: Zucker verdirbt nie, aber für beste Qualität verwenden Sie ihn innerhalb von 2 Jahren nach Öffnung.)","pantry_storage","Brown sugars","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-240-1","de","Lagerdauer","","For __granulierter Zucker__, the typical storage life is _18–24 Monate_ in der Speisekammer nach dem Öffnen der Packung.

(Hinweise: Zucker verdirbt nie, aber für beste Qualität verwenden Sie ihn innerhalb von 2 Jahren nach Öffnung.)","pantry_storage","Sugars","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-241-1","de","Lagerdauer","","For __Puderzucker__, the typical storage life is _18–24 Monate_ in der Speisekammer nach dem Öffnen der Packung.

(Hinweise: Zucker verdirbt nie, aber für beste Qualität verwenden Sie ihn innerhalb von 2 Jahren nach Öffnung.)","pantry_storage","Sugars","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-242-1","de","Lagerdauer","","For __Zuckeraustauschstoffe__, the typical storage life is _2 Jahre_ in der Speisekammer, falls noch versiegelt.","pantry_storage","Sugar substitutes","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-243-1","de","Lagerdauer","","For __Tapiokas__, the typical storage life is _12 Monate_ in der Speisekammer, falls noch versiegelt, und _12 Monate_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","Raw tapioca","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-243-2","de","Lagerdauer","","For __Tapiokas__, the typical storage life is _12 Monate_ in der Speisekammer, falls noch versiegelt, und _12 Monate_ in der Speisekammer nach dem Öffnen der Packung.","pantry_storage","Raw tapioca","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-246-1","de","Lagerdauer","","For __backfertige Kuchenkrusten__, the typical storage life is _2 Monate_ in der Tiefkühltruhe, wenn unmittelbar nach dem Kauf dort gelagert, ob versiegelt oder nicht.","freezer_storage","","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-247-1","de","Lagerdauer","","For __gekühlte Keksteiglinge (falls kommerziell hergestellt)__, the typical storage life is _2 Monate_ in der Tiefkühltruhe, wenn unmittelbar nach dem Kauf dort gelagert, ob versiegelt oder nicht.","freezer_storage","Pie dough","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-248-1","de","Lagerdauer","","For __frische Äpfel__, the typical storage life is _3 Wochen_ in der Speisekammer, falls noch versiegelt.","pantry_storage","Fresh apples","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-248-2","de","Lagerdauer","","For __frische Äpfel__, the typical storage life is _4–6 Wochen_ im Kühlschrank, wenn unmittelbar nach dem Kauf dort gelagert, ob versiegelt oder nicht.","refrigerator_storage","Fresh apples","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-248-3","de","Lagerdauer","","For __frische Äpfel__, the typical storage life is _8 Monate_ in der Gefriertruhe, ob versiegelt oder nicht.

(Hinweise: wenn gekocht)","freezer_storage","Fresh apples","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-249-1","de","Lagerdauer","","For __frische Aprikosen__, the typical storage life is _2–5 Tage_ im Kühlschrank, ob versiegelt oder nicht.

(Hinweise: Die angegebene Lagerdauer im Kühlschrank gilt für reife Früchte.)","refrigerator_storage","Fresh apricots","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-250-1","de","Lagerdauer","","For __frische Avocados__, the typical storage life is _3–4 Tage_ im Kühlschrank, ob versiegelt oder nicht.

(Hinweise: Die angegebene Lagerdauer im Kühlschrank gilt für reife Früchte.)","refrigerator_storage","Avocados","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-251-1","de","Lagerdauer","","For __frische Bananen__, the typical storage life is _3 Tage_ im Kühlschrank, ob versiegelt oder nicht.

(Hinweise: Die angegebene Lagerdauer im Kühlschrank gilt für reife Früchte; die Schale wird bei der Lagerung schwärzlich.)","refrigerator_storage","Bananas","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-251-2","de","Lagerdauer","","For __frische Bananen__, the typical storage life is _2–3 Monate_ in der Gefriertruhe, ob versiegelt oder nicht.","freezer_storage","Bananas","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-252-1","de","Lagerdauer","","For __frische Kirschen, Stachelbeeren und Litschis__, the typical storage life is _7 Tage_ im Kühlschrank, wenn unmittelbar nach dem Kauf dort gelagert, ob versiegelt oder nicht.","refrigerator_storage","Fresh cherries
Lychees","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-252-2","de","Lagerdauer","","For __frische Kirschen, Stachelbeeren und Litschis__, the typical storage life is _12 Monate_ in der Gefriertruhe, ob versiegelt oder nicht.","freezer_storage","Fresh cherries
Lychees","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-253-1","de","Lagerdauer","","For __frische Brombeeren, Boysenbeeren, Johannisbeeren, Himbeeren und Erdbeeren__, the typical storage life is _3–6 Tage_ im Kühlschrank, wenn unmittelbar nach dem Kauf dort gelagert, ob versiegelt oder nicht.","refrigerator_storage","Fresh blackberries
Fresh raspberries
Fresh strawberries","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-253-2","de","Lagerdauer","","For __frische Brombeeren, Boysenbeeren, Johannisbeeren, Himbeeren und Erdbeeren__, the typical storage life is _12 Monate_ in der Gefriertruhe, ob versiegelt oder nicht.","freezer_storage","Fresh blackberries
Fresh raspberries
Fresh strawberries","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-254-1","de","Lagerdauer","","For __Produce: Fresh Fruits: Blueberries__, the typical storage life is _10 Tage_ im Kühlschrank, wenn unmittelbar nach dem Kauf dort gelagert, ob versiegelt oder nicht.","refrigerator_storage","Fresh blueberries","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-254-2","de","Lagerdauer","","For __Produce: Fresh Fruits: Blueberries__, the typical storage life is _12 Monate_ in der Gefriertruhe, ob versiegelt oder nicht.","freezer_storage","Fresh blueberries","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-255-1","de","Lagerdauer","","For __frische Chirimoyas__, the typical storage life is _4 Tage_ im Kühlschrank, ob versiegelt oder nicht.

(Hinweise: Die angegebene Lagerdauer im Kühlschrank gilt für reife Früchte.)","refrigerator_storage","Chirimuyas","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-255-2","de","Lagerdauer","","For __frische Chirimoyas__, the typical storage life is _10–12 Monate_ in der Gefriertruhe, ob versiegelt oder nicht.","freezer_storage","Chirimuyas","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-256-1","de","Lagerdauer","","For __frische Zitrusfrüchte (Zitrone, Limette, Orange, Grapefruit, Mandarinen, Clementinen)__, the typical storage life is _10 Tage_ in der Speisekammer, falls noch versiegelt.","pantry_storage","Citrus","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
"foodkeeper-256-2","de","Lagerdauer","","For __frische Zitrusfrüchte (Zitrone, Limette, Orange, Grapefruit, Mandarinen, Clementinen)__, the typical storage life is _10–21 Tage_ im Kühlschrank, wenn unmittelbar nach dem Kauf dort gelagert, ob versiegelt oder nicht.","refrigerator_storage","Citrus","United States Department of Agriculture, Food Safety and Inspection Service, https://www.fsis.usda.gov/","2020-09-06","2017-11-14",""
